text,label,target,text_pl
Bristol Central Library reopens after being closed due to fire,news,0,Biblioteka Centralna w Bristolu zostaje ponownie otwarta po zamknięciu z powodu pożaru
Tencent Apologizes for Sexually Graphic Game at Annual Party,news,0,Tencent przeprasza za graficzną grę o charakterze seksualnym na corocznej imprezie
Memo to Editor:  Tech Shows Were Subdued,news,0,Notatka dla redaktora: Pokazy techniczne zostały stłumione
Beloved zoo hippo dies after beating in El Salvador,news,0,Ukochany hipopotam z zoo zmarł po pobiciu w Salwadorze
19 Pictures That Perfectly Sum Up Becoming An Adult,clickbait,1,"19 zdjęć, które doskonale podsumowują bycie dorosłym"
"‘Fun Home’ takes home five Tonys, including for best musical",clickbait,1,"„Fun Home” zgarnia pięć nagród Tony, w tym za najlepszy musical"
GOP lawmakers unaware of Trump's health care plan,news,0,Ustawodawcy Partii Republikańskiej nieświadomi planu Trumpa dotyczącego opieki zdrowotnej
The No. 1 Danger In Virtual Reality Gaming Nobody Wants To Talk About,news,0,"Niebezpieczeństwo nr 1 w grach w wirtualnej rzeczywistości, o którym nikt nie chce rozmawiać"
Section 18C: Political debate prompts Australians to share their experiences with racism,news,0,Sekcja 18C: Debata polityczna skłania Australijczyków do dzielenia się swoimi doświadczeniami z rasizmem
Tropical Storm Irene passes over New York,news,0,Burza tropikalna Irene przechodzi nad Nowym Jorkiem
Britain’s surveillance agency slaps down claim it was involved in Trump ‘wiretap’,news,0,"Brytyjska agencja nadzoru odrzuca twierdzenia, że ​​była zamieszana w „podsłuch” Trumpa"
Liberians choose their president,news,0,Liberyjczycy wybierają swojego prezydenta
Supreme Court Nominee Prepares as Confirmation Hearing Nears,news,0,Kandydat do Sądu Najwyższego przygotowuje się w miarę zbliżania się rozprawy zatwierdzającej
Here's One Reason Why Trump's Legislative Agenda Is Flailing,news,0,"Oto jeden z powodów, dla których program legislacyjny Trumpa zawodzi"
Solange Just Won Her First Grammy Ever,news,0,Solange właśnie zdobyła swoją pierwszą w historii nagrodę Grammy
Which Shia LaBeouf GIF Matches Your Zodiac Sign,clickbait,1,Który GIF Shia LaBeouf pasuje do Twojego znaku zodiaku
Palestinians storm Egyptian border near Rafah,news,0,Palestyńczycy szturmują granicę egipską w pobliżu Rafah
Which Cillian Murphy Character Is Your Soulmate Based On Your Zodiac Sign,clickbait,1,Która postać Cilliana Murphy'ego jest Twoją bratnią duszą na podstawie Twojego znaku zodiaku
How Well Do You Know Christmas Movie Titles,clickbait,1,Jak dobrze znasz tytuły filmów o tematyce świątecznej
12.2 million sign up for 'Obamacare' despite its problems,news,0,"Mimo problemów 12,2 mln zapisało się do programu „Obamacare”."
Ex-Chief Settles Fraud Suit for $2.5 Million,news,0,"Były szef ugodził się w procesie o oszustwo na kwotę 2,5 miliona dolarów"
"This Is The Falkor The Luck Dragon Stuffed Animal That Every ""NeverEnding Story"" Fan Needs",clickbait,1,"To pluszowy smok Falkor, smok szczęścia, którego potrzebuje każdy fan „Niekończącej się opowieści”."
23 Things You'll Understand If You're 10 Years Older Than Your Sibling,clickbait,1,"23 rzeczy, które zrozumiesz, jeśli będziesz 10 lat starszy od swojego rodzeństwa"
Hurricane Rick becomes Category 5 storm,news,0,Huragan Rick stał się burzą kategorii 5
Champions League Final May Settle Ronaldo-Messi Debate,news,0,Finał Ligi Mistrzów może rozstrzygnąć debatę Ronaldo-Messi
Bacon Lovers Meet Tiny Piglets For The First Time,clickbait,1,Miłośnicy bekonu po raz pierwszy spotykają małe prosięta
Gunfight Wounds 2 Police Officers at U.S.-Operated Gold Mine in Indonesia,news,0,W strzelaninie rannych zostało 2 funkcjonariuszy policji w obsługiwanej przez USA kopalni złota w Indonezji
If Presidential Candidates Were Extinct Animals,clickbait,1,Gdyby kandydaci na prezydenta byli zwierzętami wymarłymi
At least eight dead as building collapses during construction in China,news,0,Co najmniej osiem osób zginęło w wyniku zawalenia się budynku w Chinach
Mystery Of Antarctica's Blood Falls Is Finally Solved,news,0,Zagadka krwawych opadów na Antarktydzie została w końcu rozwiązana
24 Secrets Male Models Will Never Tell You,clickbait,1,"24 sekrety, których nigdy Ci nie zdradzą modele płci męskiej"
31 Recipes That Prove You Should Be Making Thanksgiving Brunch Instead Of Dinner,clickbait,1,"31 przepisów, które udowadniają, że zamiast kolacji powinieneś przygotować brunch z okazji Święta Dziękczynienia"
16 Times Calum Hood Was The King Of Instagram,clickbait,1,16 razy Calum Hood był królem Instagrama
Walt Disney Plans to Lay Off Workers,news,0,Walt Disney planuje zwolnienia pracowników
19 Things You'll Understand If You're Slightly Obsessed With Masturbating,clickbait,1,"19 rzeczy, które zrozumiesz, jeśli masz lekką obsesję na punkcie masturbacji"
Watch Los Cafres' New Video 'PerdÃ³n': Exclusive Premiere,news,0,Obejrzyj nowy teledysk Los Cafres „Perdón”: ekskluzywna premiera
'Do Your Jobs!': Malkin Goes Off on the Mainstream Media  Insider,news,0,„Rób swoją robotę!”: Malkin wypowiada się w głównym nurcie Media Insider
24 Hilarious Tweets Every Grammar Nerd Will Appreciate,clickbait,1,"24 zabawne tweety, które doceni każdy kujon gramatyczny"
The Best Christmas Songs to Dance to,clickbait,1,Najlepsze świąteczne piosenki do tańca
"Photographing the abandoned: Roman Robroek, Urban Explorer",news,0,"Fotografowanie opuszczonych: Roman Robroek, Urban Explorer"
New Jersey sues Volkswagen over excess diesel emissions,news,0,New Jersey pozywa Volkswagena w związku z nadmierną emisją gazów cieplarnianych z silników Diesla
The 10 hardest Oxbridge degrees to get accepted on,clickbait,1,10 najtrudniejszych stopni Oxbridge do przyjęcia
Patrick Stewart and Ian McKellen rekindle their bromance with a kiss,news,0,Patrick Stewart i Ian McKellen ożywiają swój romans pocałunkiem
Maker Of EpiPen To Sell Generic Version For Half The Price,news,0,Producent EpiPena będzie sprzedawał wersję generyczną za połowę ceny
Canadian Government apologises for Residential Schools,news,0,Rząd Kanady przeprasza za szkoły z internatem
How Trump And Pence Are Doing Their Rallies Is “Totally Unprecedented”,news,0,"Sposób, w jaki Trump i Pence organizują swoje wiece, jest „całkowicie bezprecedensowy”"
Southern California auto maker announces fully-electric sedan,news,0,Producent samochodów z południowej Kalifornii wprowadza na rynek w pełni elektrycznego sedana
The Best Way To Explain Your Job To Family Who Don't Get It,clickbait,1,"Najlepszy sposób na wyjaśnienie swojej pracy rodzinie, która jej nie rozumie"
Metro Bank closes in on first full-year profit as customer account numbers surge,news,0,Metro Bank osiąga pierwszy całoroczny zysk w związku ze wzrostem liczby rachunków klientów
2008 UEFA Champions League Final: Manchester United vs. Chelsea F.C.,news,0,Finał Ligi Mistrzów UEFA 2008: Manchester United kontra Chelsea F.C.
Charles Schwab AdvisorVoice: How To Find The Type Of Money Advisor You Need,news,0,Głos doradcy Charlesa Schwaba: Jak znaleźć odpowiedniego doradcę finansowego
7 Easy Dinners That Are Tasty AF,clickbait,1,"7 łatwych obiadów, które są smaczne AF"
This Beluga Whale Totally Stole The Show From Connecticut's Governor During A Press Conference,clickbait,1,Ten wieloryb bieługi całkowicie skradł show gubernatorowi Connecticut podczas konferencji prasowej
If Tampon Instructions Were Actually Helpful,clickbait,1,Jeśli instrukcje dotyczące tamponów były rzeczywiście pomocne
Concerns about health situation in UK and Austria,news,0,Obawy o sytuację zdrowotną w Wielkiej Brytanii i Austrii
"Train crash in Netanya, Israel injures at least 50; no casualties",news,0,"Katastrofa kolejowa w Netanji w Izraelu, co najmniej 50 osób zostaje rannych;żadnych ofiar"
Chinese Question Police Absence in Ethnic Riots,news,0,Chińska kwestia dotycząca nieobecności policji podczas zamieszek na tle etnicznym
"22 People Who Are Keeping ""Yolo"" Alive",clickbait,1,"22 osoby, które utrzymują „Yolo” przy życiu"
Eastern Skiing Benefits From Tight Times and Plenty of Snow,news,0,Narciarstwo wschodnie korzysta z ciasnych czasów i dużej ilości śniegu
Uganda at breaking point as Bidi Bidi becomes world's largest refugee camp,news,0,"Uganda w punkcie krytycznym, gdy Bidi Bidi staje się największym obozem dla uchodźców na świecie"
Tourist plane crash in Papua New Guinea leaves thirteen dead,news,0,W katastrofie samolotu turystycznego w Papui Nowej Gwinei zginęło trzynaście osób
Breakthrough offers hope for Tasmanian devil cancer cure,news,0,Przełom daje nadzieję na lekarstwo na raka diabła tasmańskiego
49 Italian Villages That Should Be On Your Bucket List,clickbait,1,"49 włoskich wiosek, które powinny znaleźć się na Twojej liście życzeń"
Michael Moore's controversial new documentary 'Sicko' opens strongly,news,0,Kontrowersyjny nowy dokument Michaela Moore’a „Sicko” rozpoczyna się mocno
Can You Identify These Celebrities By Their Smiles,clickbait,1,Czy rozpoznasz te gwiazdy po ich uśmiechach?
"Rihanna And Drake Are So Cute In The ""Work"" Video It Hurts",clickbait,1,"Rihanna i Drake są tak słodcy w teledysku „Work”, że aż boli"
US Marine arrested at Logan International Airport for possessing bomb making material,news,0,Piechota morska Stanów Zjednoczonych aresztowana na międzynarodowym lotnisku Logan za posiadanie materiałów do produkcji bomb
Everyone Is Eating Cereal Wrong And It's Incredibly Upsetting,clickbait,1,Wszyscy źle jedzą płatki zbożowe i jest to niezwykle denerwujące
Canadians: Can You Tell If This Photo Was Taken In The Afternoon Or At Night,clickbait,1,"Kanadyjczycy: czy potrafisz stwierdzić, czy to zdjęcie zostało zrobione po południu czy w nocy?"
Southern Hemisphere Rugby Trounces North Yet Again,news,0,Rugby z półkuli południowej po raz kolejny pokonuje północ
"Under fire at home and abroad, Angela Merkel faces 'toughest battle of her career'  Subscribe now for full access or register to continue reading Subscribe now for full access or register to continue",news,0,"Pod ostrzałem w kraju i za granicą Angela Merkel stoi w obliczu „najcięższej bitwy w swojej karierze”.  Zapisz się teraz, aby uzyskać pełny dostęp lub zarejestruj się, aby kontynuować czytanie Zapisz się teraz, aby uzyskać pełny dostęp lub zarejestruj się, aby kontynuować"
Front Pages Of The World's Newspapers Mourn The Paris Attacks,clickbait,1,Pierwsze strony gazet światowych opłakują ataki w Paryżu
The U.S. Men's Gymnastics Team Is So Hot It's Problematic,clickbait,1,"Reprezentacja USA w gimnastyce mężczyzn jest tak gorąca, że ​​jest to problematyczne"
What Celebrities Have The Same Zodiac Sign As You,clickbait,1,Które gwiazdy mają ten sam znak zodiaku co Ty?
Horrifying image generator turns your doodles into super weird cat pics,news,0,Przerażający generator obrazów zamienia Twoje bazgroły w super dziwne zdjęcia kotów
Women Were Pranked With Awful Makeovers... And It Was Hilarious,clickbait,1,"Kobietom robiono żarty, robiąc okropne metamorfozy... i było to zabawne"
LA police don’t have body cameras because of sticker shock,news,0,Policja w Los Angeles nie ma kamer na ciele ze względu na szok spowodowany naklejkami
19 Sibling Moments That Are Too Real For Latinos,clickbait,1,"19 chwil rodzeństwa, które są zbyt realne dla Latynosów"
"Al Jarreau, seven-time Grammy-winning singer, dies at 76",news,0,"W wieku 76 lat zmarł Al Jarreau, siedmiokrotny zdobywca nagrody Grammy"
Rainbow Doritos Exist And They Don't Give A Damn About Your Sexual Orientation,clickbait,1,Rainbow Doritos istnieją i nie przejmują się Twoją orientacją seksualną
Did You Know BuzzFeed Publishes New Original Comics Every Day,clickbait,1,"Czy wiesz, że BuzzFeed codziennie publikuje nowe oryginalne komiksy?"
Bombing in Iraq kills US Marines and civilians,news,0,W zamachach bombowych w Iraku giną amerykańscy żołnierze piechoty morskiej i cywile
Cavaliers SG Iman Shumpert's Latest Rap Is About ESPN's 'First Take',clickbait,1,Najnowszy rap Cavaliers SG Imana Shumperta dotyczy „pierwszego ujęcia” ESPN
Jabrill Peppers: I'm a pretty damn good safety,clickbait,1,Jabrill Peppers: Jestem cholernie dobrym ochroniarzem
Gunman in Orlando workplace rampage was Army vet,news,0,Zabójca w miejscu pracy w Orlando był weteranem armii
Plane makes emergency water landing in Darwin Harbour,news,0,Samolot awaryjnie ląduje na wodzie w porcie Darwin
"Goodbye, America's Next Top Model",clickbait,1,"Żegnaj, następna top modelka Ameryki"
RTÉ's Eddie Hobbs attracts massive audience,news,0,Eddie Hobbs z RTÉ przyciąga ogromną publiczność
The Emoji Keyboard Has Arrived,clickbait,1,Klawiatura Emoji już dostępna
16 Gorgeous Poems That Can Help You Cope With Your Depression,clickbait,1,"16 wspaniałych wierszy, które pomogą Ci poradzić sobie z depresją"
"Democrats Spar Over Party Leadership, Anti-Trump Tactics - Washington Wire",news,0,Demokraci spierają się o przywództwo partii i taktykę antytrumpową - Washington Wire
"If ""Friends"" Quotes Were Children's Book Covers",clickbait,1,Gdyby cytaty z „Przyjaciół” były okładkami książek dla dzieci
This Is Your Next Netflix Murder Mystery Obsession,clickbait,1,To Twoja kolejna obsesja na punkcie tajemniczych morderstw w serwisie Netflix
How Good Is Your Short Term Memory,clickbait,1,Jak dobra jest Twoja pamięć krótkotrwała
Martin Luther King Jr. Impersonator Discovers Life's Calling Through Famous Speeches ,news,0,Odtwórca roli Martina Luthera Kinga Jr. poprzez słynne przemówienia odkrywa powołanie życiowe
President Trump: I Get 4 to 5 Hours of Sleep ,news,0,Prezydent Trump: Śpię od 4 do 5 godzin
Whales Were Caught On Camera Under The Northern Lights And It's Epic,clickbait,1,Wieloryby uchwycone kamerą pod zorzą polarną - to niesamowite
The Sales Profession: Attention Must Still Be Paid,news,0,Zawód sprzedawcy: nadal należy zwracać uwagę
21 Disney GIFs That'll Ruin Your Whole Entire Childhood,clickbait,1,"21 GIF-ów Disneya, które zrujnują całe Twoje dzieciństwo"
Adults Revisit Their Imaginary Friends,clickbait,1,Dorośli ponownie odwiedzają swoich wyimaginowanych przyjaciół
Jamaica: Violence kills at least 30,news,0,Jamajka: W wyniku przemocy zginęło co najmniej 30 osób
"Wale Debuts 'Running Back' With Lil Wayne on ESPN's 'First Take,' Releases the Phil Ade-Featuring 'Smile'",news,0,Wale debiutuje z „Running Back” z Lil Waynem w „First Take” stacji ESPN oraz wypuszcza „Smile” z udziałem Phila Ade’a
11 Amazing Video Games I Couldn't Stop Talking About In 2015,clickbait,1,"11 niesamowitych gier wideo, o których nie mogłem przestać mówić w 2015 roku"
Can You Name The Movie From Its Most Commonly Used Words,clickbait,1,Czy potrafisz nazwać film od najczęściej używanych słów?
"Brookfield, Wisconsin man charged with stealing toilet and urinal parts",news,0,Mężczyzna z Brookfield w stanie Wisconsin oskarżony o kradzież części toalet i pisuarów
Former NFL quarterback Steve McNair shot dead,news,0,Były rozgrywający NFL Steve McNair został zastrzelony
"Trump Says He'll Cut Ties With His Businesses: ""The Presidency Is A Far More Important Task""",news,0,"Trump mówi, że zerwie więzi ze swoimi firmami: „Prezydencja to znacznie ważniejsze zadanie”"
Activists and journalists in Mexico complain of government spying,news,0,Aktywiści i dziennikarze w Meksyku skarżą się na szpiegostwo rządu
Kim Kardashian Is Wearing More Latex In Her Newest Instagram Pics,clickbait,1,Kim Kardashian na swoich najnowszych zdjęciach na Instagramie ma na sobie więcej lateksu
L.A. Film Festival 2015 Showcases Diversity,clickbait,1,Festiwal Filmowy w Los Angeles 2015 prezentuje różnorodność
Fernando Llorente and Tom Carroll seal Swansea’s vital win over Stoke,news,0,Fernando Llorente i Tom Carroll przypieczętowali kluczowe zwycięstwo Swansea nad Stoke
"Alleged getaway driver 'instructed' slain teen burglary suspects to rob home, court documents say ",news,0,"Z dokumentów sądowych wynika, że ​​kierowca, który uciekł z miejsca zdarzenia, „instruował” zamordowanego nastolatka podejrzanego o włamanie, aby okradł dom"
Surprising celebrity friendships,clickbait,1,Zaskakujące przyjaźnie gwiazd
"John Kelly, Trump’s Homeland Security pick, gave a remarkable speech 4 days after his son died serving in Afghanistan",clickbait,1,"John Kelly, wybrany przez Trumpa Departament Bezpieczeństwa Wewnętrznego, wygłosił niezwykłe przemówienie 4 dni po śmierci jego syna podczas służby w Afganistanie"
"Katie Holmes Says ""Dawson's Creek"" Is Too '90s For A Reboot",clickbait,1,"Katie Holmes twierdzi, że „Dawson's Creek” to zbyt lata 90. na restart"
Which Hollywood Couple Should Adopt You Based On Your First Initial,clickbait,1,Która para z Hollywood powinna Cię adoptować na podstawie Twojego pierwszego inicjału
A New Parchment Declaration of Independence Surfaces. Head-Scratching Ensues. ,clickbait,1,Powierzchnie nowej pergaminowej Deklaracji Niepodległości.Następuje drapanie po głowie.
The difference between Donald Trump and Justin Trudeau in two pictures The list,clickbait,1,Różnica między Donaldem Trumpem a Justinem Trudeau na dwóch zdjęciach Lista
21 Things That Happen When You Get Drunk With Your Colleagues,clickbait,1,"21 rzeczy, które się zdarzają, gdy upijasz się z kolegami"
Getting Specific in Order to Get Confirmed,news,0,Uzyskiwanie konkretnych informacji w celu uzyskania potwierdzenia
43 Things Everyone Who Grew Up With Disney In The '80s Will Understand,clickbait,1,"43 rzeczy, które zrozumie każdy, kto dorastał w Disneyu w latach 80"
How Many '90s Premier League Managers Can You Name,clickbait,1,Ilu menedżerów Premier League z lat 90. potrafisz wymienić
21 Kitchen Gadgets That Actually Help You Eat Healthier,clickbait,1,"21 gadżetów kuchennych, które faktycznie pomogą Ci jeść zdrowiej"
32 Profound Harper Lee Quotes We'll Never Forget,clickbait,1,"32 głębokie cytaty Harper Lee, których nigdy nie zapomnimy"
"Did ""Project Runway"" Choose The Right Winner",clickbait,1,Czy „Project Runway” wybrał właściwego zwycięzcę?
Which Red Hot Chili Peppers Member Are You,clickbait,1,Którym członkiem Red Hot Chili Peppers jesteś
"Yes, You Can Now Deep Fry Your Pumpkin Spice Latte And It's Way Too Easy",clickbait,1,"Tak, teraz możesz głęboko smażyć latte z przyprawami dyniowymi i to o wiele za łatwe"
Bing Delivers Credibility to Microsoft,news,0,Bing zapewnia wiarygodność firmie Microsoft
Here's What Doctors Say About The Theory That Bras Cause Breast Cancer,clickbait,1,"Oto, co lekarze mówią o teorii mówiącej, że staniki powodują raka piersi"
"China’s Ant Financial, Owned by Trump Ally Jack Ma, Makes U.S. Play     ",news,0,"Chińska spółka Ant Financial, której właścicielem jest Ally Trump Jack Ma, gra w USA"
Falwell called for boycott of stores using 'Happy Holidays' in place of 'Merry Christmas',news,0,Falwell wezwał do bojkotu sklepów używających słów „Wesołych Świąt” zamiast „Wesołych Świąt”
Mid-'00s Chris Pratt Was The Best Chris Pratt And Here's Why,clickbait,1,Chris Pratt z połowy XX wieku był najlepszym Chrisem Prattem i oto dlaczego
Scientists are now spotting whales from outer space using satellites,news,0,Naukowcy obserwują obecnie wieloryby z kosmosu za pomocą satelitów
California teen becomes youngest to conquer Everest,news,0,Nastolatek z Kalifornii zostaje najmłodszym zdobywcą Everestu
Net Worth of Families Declines Sharply,news,0,Wartość netto rodzin gwałtownie spada
New Vaccine Could Slow Disease That Kills 600 Children a Day ,clickbait,1,"Nowa szczepionka może spowolnić chorobę, która zabija 600 dzieci dziennie"
How Many Wes Craven Films Have You Seen,clickbait,1,Ile filmów Wesa Cravena widziałeś?
Newsroom Cuts Seen as a Blow to Fight Against Death Penalty,news,0,Cięcia w redakcji postrzegane jako cios w walce z karą śmierci
Kate Hudson Joins List of Celebs Crushing on Jeff Bridges,clickbait,1,"Kate Hudson dołącza do listy gwiazd, które miażdżą Jeffa Bridgesa"
"The ""Broad City"" Season 3 Trailer Is Here And It's Funny AF",clickbait,1,Jest już zwiastun trzeciego sezonu „Broad City” i zabawny AF
Cuppa Thugs: These Brutal Smugglers Ran An 18th Century Tea Cartel,news,0,Bandyci z Cuppa: Ci brutalni przemytnicy kierowali XVIII-wiecznym kartelem herbacianym
Algiers protest takes place despite ban,news,0,Protest w Algierze odbywa się pomimo zakazu
Struggles You Only Discover In Your First Same-Sex Relationship,clickbait,1,"Zmagania, które odkrywasz dopiero w swoim pierwszym związku z osobą tej samej płci"
No Complaints After Chelsea Gets Nothing in Spain,news,0,"Żadnych skarg po tym, jak Chelsea nie dostała nic w Hiszpanii"
17 New Year's Eve Struggles Every Introvert Knows Too Well,clickbait,1,"17 sylwestrowych zmagań, które każdy introwertyk zna aż za dobrze"
19 Genius Ideas For People Who Are Obsessed With Pasta,clickbait,1,19 genialnych pomysłów dla osób mających obsesję na punkcie makaronu
Boy Has The BEST Reaction To Being Adopted After 832 Days In Foster Care,clickbait,1,Chłopiec najlepiej reaguje na adopcję po 832 dniach pobytu w pieczy zastępczej
16 Tweets About Spaghetti That Will Make You Laugh Out Loud,clickbait,1,"16 tweetów o spaghetti, które sprawią, że będziesz się głośno śmiać"
British People Try American Candy For The First Time,clickbait,1,Brytyjczycy po raz pierwszy próbują American Candy
Al-Qaeda says another bin Laden tape to be released,news,0,"Al-Kaida twierdzi, że zostanie udostępniona kolejna taśma bin Ladena"
29 Incredible Cakes For The Drake Fan In All Of Us,clickbait,1,29 niesamowitych ciast dla fanów Drake'a w każdym z nas
We Know What Unnecessary Chore Your Parents Will Make You Do By Your Zodiac Sign,clickbait,1,"Wiemy, do jakich niepotrzebnych obowiązków zmuszą Cię Twoi rodzice, biorąc pod uwagę Twój znak zodiaku"
Earnings Drop 40% for European Plane Maker,news,0,Zarobki europejskiego producenta samolotów spadły o 40%.
Can We Guess How Old You Are Based On The Colour Of Your iPhone,clickbait,1,"Czy zgadniemy, ile masz lat na podstawie koloru Twojego iPhone’a?"
Greek minister's statement causes political tension,news,0,Oświadczenie greckiego ministra wywołuje napięcie polityczne
Bravo Pushes Shows  Into Licensing Products,news,0,Bravo wprowadza programy w produkty licencjonowane
Pirates hijack Thai merchant ship off Somali coast,news,0,Piraci porywają tajski statek handlowy u wybrzeży Somalii
Why Are You Going To Hell,clickbait,1,Dlaczego idziesz do piekła
"Nine dead, scores injured after bombing in Iran",news,0,"Dziewięć osób nie żyje, wiele osób jest rannych po zamachu bombowym w Iranie"
Trump wants a $1 trillion investment in roads and bridges. Will more drilling help?,news,0,Trump chce inwestycji o wartości 1 biliona dolarów w drogi i mosty.Czy dalsze wiercenie pomoże?
Humanity evolved from wriggling sea creatures with large mouth and no anus,news,0,Ludzkość wyewoluowała z wijących się stworzeń morskich z dużymi ustami i bez odbytu
Aaron Hernandez Dies at 27 After Committing Suicide in Prison,news,0,Aaron Hernandez umiera w wieku 27 lat po popełnieniu samobójstwa w więzieniu
Rachel Weisz wants Botox ban for actors,news,0,Rachel Weisz chce zakazu stosowania botoksu dla aktorów
DETAILS: Utah Man Killed in London Attack While on 'Dream Vacation' With Wife  Insider,news,0,SZCZEGÓŁY: Mężczyzna z Utah zginął w ataku w Londynie podczas „wakacji marzeń” z żoną Insider
Which New Adele Song Are You,clickbait,1,Którą nową piosenką Adele jesteś?
"Ask Billboard: 'Black Beatles,' 'Black Barbies' & Other Response Songs",news,0,"Zapytaj Billboard: „Black Beatles”, „Black Barbies” i inne piosenki z odpowiedzią"
This Google Chrome and Firefox Phishing Scam Is 'Practically Impossible to Spot',clickbait,1,Tego oszustwa typu phishing w przeglądarkach Google Chrome i Firefox jest „praktycznie niemożliwe do wykrycia”
12 Charts Everyone Who's Ever Drank Alcohol Will Understand,clickbait,1,"12 wykresów, które zrozumie każdy, kto kiedykolwiek pił alkohol"
The end of an era for Winfrey,news,0,Koniec epoki dla Winfrey
"If Hogwarts Students Were ""Mean Girls"" Characters",clickbait,1,Gdyby uczniowie Hogwartu byli „wrednymi dziewczynami”
Producer Who Is Very Much Alive Mistakenly Included in Oscars 'In Memoriam' Tribute,news,0,"Producent, który bardzo żyje, przez pomyłkę włączony do hołdu Oscara „In Memoriam”."
"There’s new hope for blood cancers, and it comes from umbilical cords",news,0,"Istnieje nowa nadzieja dla nowotworów krwi, która pochodzi z pępowiny"
Cara Delevingne Has Opened Up About Her Struggle With Mental Illness,clickbait,1,Cara Delevingne opowiedziała o swojej walce z chorobą psychiczną
Ronaldo to Join Real Madrid for Record Price,news,0,Ronaldo dołączy do Realu Madryt za rekordową cenę
"Aaron Tveit Singing A Stripped-Down ""Defying Gravity"" Will Awaken You",clickbait,1,Aaron Tveit śpiewający okrojony utwór „Defying Gravity” cię obudzi
"Clinging to Hairspray, Trump Casts Cloud of Fear Over Climate Scientists ",news,0,"Trzymając się lakieru do włosów, Trump rzuca chmurę strachu na klimatologów"
"25 Funny, Random, And Bizarre Things People Have Actually Asked Google",clickbait,1,"25 zabawnych, przypadkowych i dziwacznych rzeczy, o które ludzie faktycznie pytali Google"
Michael Flynn said to be offered job of Trump national security adviser,news,0,"Michael Flynn powiedział, że zaproponowano mu stanowisko doradcy Trumpa ds. bezpieczeństwa narodowego"
An Expert Take on Performing Under Pressure,clickbait,1,Ekspert radzi sobie z występami pod presją
11 Japanese hospitals receive bomb threats,news,0,11 japońskich szpitali otrzymuje groźby bombowe
Tell Us About The Best Valentine's Day Gift You've Ever Received,clickbait,1,"Opowiedz nam o najlepszym prezencie walentynkowym, jaki kiedykolwiek otrzymałeś"
Meryl Streep's hilarious reaction to that Oscars mix-up is the perfect meme for 2017,clickbait,1,Przezabawna reakcja Meryl Streep na pomyłkę związaną z Oscarami to idealny mem na rok 2017
BREAKING NEWS: One dead and several hurt as passenger train collides with a freight train in Luxembourg,news,0,"WIADOMOŚCI Z OSTATNIEJ WIADOMOŚCI: Jedna osoba nie żyje, a kilka osób zostało rannych w wyniku zderzenia pociągu pasażerskiego z pociągiem towarowym w Luksemburgu"
19 Tweets About Death That Are Way Too Funny Not To Laugh At,clickbait,1,"19 tweetów o śmierci, które są zbyt zabawne, żeby się z nich nie śmiać"
16 Fucking Creepy Things That Actually Happened In 2016,clickbait,1,"16 cholernie przerażających rzeczy, które naprawdę wydarzyły się w 2016 roku"
7 Ways Sleep Affects The Brain (And What Happens If It Doesn't Get Enough),clickbait,1,"7 sposobów, w jaki sen wpływa na mózg (i co się dzieje, jeśli nie jest wystarczający)"
Savings Plan: 5 Smart Steps,news,0,Plan oszczędnościowy: 5 inteligentnych kroków
19 People Who Have Too Much Going On,clickbait,1,"19 osób, które mają za dużo na głowie"
Northeast digs out from March snowstorm as ski areas revel ,news,0,"Northeast odkopuje się po marcowej śnieżycy, a tereny narciarskie szaleją"
Sir Alan Sugar to keep television role on The Apprentice,news,0,Sir Alan Sugar zachowa rolę telewizyjną w „The Apprentice”
Aziz Ansari's Instagram Post About His Dad Will Make You Cry,clickbait,1,Wpis Aziza Ansariego na Instagramie na temat jego taty doprowadzi Cię do łez
31 Very Real San Francisco Problems,clickbait,1,31 bardzo realnych problemów San Francisco
J.J. Watt Is the Biggest Star on the Field—Even When Not Technically on the Field,news,0,J.J.Watt jest największą gwiazdą na boisku — nawet jeśli technicznie rzecz biorąc nie jest na boisku
Here's why golf balls have dimples,clickbait,1,Oto dlaczego piłki golfowe mają wgłębienia
Duke The Disabled Dwarf Bull Who Uses A Wheelchair To Walk Needs A New Home,clickbait,1,"Książę Niepełnosprawny karzeł byk, który porusza się na wózku inwalidzkim, potrzebuje nowego domu"
"The One Thing You Never Noticed In ""How I Met Your Mother""",clickbait,1,"Jedna rzecz, której nigdy nie zauważyłeś w „Jak poznałem waszą matkę”"
The Economy Intrudes on a Haven of Faith,news,0,Ekonomia wdziera się do przystani wiary
12 Unexpectedly Bizarre Moments From British Court Cases,clickbait,1,12 nieoczekiwanie dziwacznych momentów z brytyjskich spraw sądowych
Emmys 2015: John Stamos and Uzo Aduba to Announce This Year's Nominations,news,0,Emmy 2015: John Stamos i Uzo Aduba ogłaszają tegoroczne nominacje
Should You Stay Home From School,clickbait,1,Czy powinieneś zostać w domu i nie chodzić do szkoły
This is what could happen if Obamacare is repealed,news,0,"To właśnie może się wydarzyć, jeśli Obamacare zostanie uchylony"
What role did race play in how police handled Texas pool party chaos?,clickbait,1,"Jaką rolę odegrał wyścig w sposobie, w jaki policja poradziła sobie z chaosem związanym z imprezą przy basenie w Teksasie?"
"Violence May Hinder Talks With Iran, Obama Says",news,0,"Obama twierdzi, że przemoc może utrudniać rozmowy z Iranem"
